date, pm25, pm10, o3, no2, so2, co
2017/4/27, 67, 39, 54, 14, 1, 4
2017/4/28, 61, 41, 86, 15, 4, 5
2017/4/29, 78, 35, 55, 9, 2, 4
2017/4/30, 72, 35, 52, 8, 1, 4
2017/5/1, 68, 33, 35, 9, 1, 4
2017/5/2, 65, 32, 18, 9, 8, 
2017/5/3, 57, 21, 24, 14, 4, 6
2017/5/4, 38, 59, 126, 22, 6, 7
2017/5/5, 125, 63, 125, 16, 3, 7
2017/5/6, 139, 37, 62, 7, 1, 5
2017/5/7, 78, 31, 43, 8, 3, 5
2017/5/8, 57, 38, 74, 16, 3, 6
2017/5/9, 75, 71, 128, 23, 4, 8
2017/5/10, 141, 44, 47, 13, 2, 6
2017/5/11, 76, 38, 40, 12, 3, 5
2017/5/12, 63, 39, 22, 21, 3, 5
2017/5/13, 64, 35, 43, 21, 5, 4
2017/5/14, 66, 15, 23, 12, 1, 3
2017/5/15, 34, 15, 65, 13, , 4
2017/5/16, 26, 24, 49, 14, 2, 4
2017/5/17, 43, 29, 49, 12, 1, 4
2017/5/18, 47, 33, 45, 16, 1, 5
2017/5/19, 52, 24, 34, 18, 1, 5
2017/5/20, 40, 19, 41, 6, , 4
2017/5/21, 27, 19, 34, 3, , 4
2017/5/22, 34, 17, 25, 7, 1, 4
2017/5/23, 24, 22, 18, 12, 1, 6
2017/5/24, 44, 33, 76, 16, 2, 6
2017/5/25, 63, 41, 31, 19, 2, 6
2017/5/26, 68, 40, 67, 18, 3, 5
2017/5/27, 61, 45, 85, 14, 2, 5
2017/5/28, 73, 32, 53, 8, 1, 5
2017/5/29, 41, 28, 41, 8, 1, 4
2017/5/30, 56, 20, 29, 5, , 5
2017/5/31, 28, 14, 21, 2, , 4
2017/6/1, 9, 21, 21, 2, , 4
2017/6/2, 22, 22, 25, 1, , 5
2017/6/3, 27, 18, 23, 1, , 4
2017/6/4, 18, 20, 22, 2, , 
2017/6/5, 19, 14, 18, 5, , 
2017/6/6, 13, 10, 17, 5, , 4
2017/6/7, 9, 8, 16, 4, , 4
2017/6/8, 11, 8, 16, 3, , 4
2017/6/9, 3, 10, 17, 4, 1, 
2017/6/10, 7, 9, 16, 4, 2, 
2017/6/11, 7, 9, 15, 8, 1, 5
2017/6/12, 3, 10, 19, 4, , 5
2017/6/13, 3, 25, 20, 3, , 5
2017/6/14, 14, 23, 21, 2, , 5
2017/6/15, 16, 17, 20, 1, , 5
2017/6/16, 9, 7, 19, 11, , 5
2017/6/17, 3, 3, 20, 6, , 5
2017/6/18, 3, 5, 21, 6, , 5
2017/6/19, 2, 5, 20, 5, , 4
2017/6/20, 5, 12, 20, 5, , 4
2017/6/21, 4, 16, 18, 4, , 
2017/6/22, 5, 7, 16, 3, , 
2017/6/23, 4, 6, 16, 3, , 
2017/6/24, 6, 7, 18, 3, , 
2017/6/25, 2, 10, 16, 3, , 
2017/6/26, 3, 9, 15, 2, , 4
2017/6/27, 6, 7, 17, 3, , 4
2017/6/28, 4, 7, 16, 3, , 4
2017/6/29, 14, 6, 15, 4, , 4
2017/6/30, 2, 7, 15, 3, , 4
2017/1/2, 114, 51, 27, 24, 5, 5
2017/1/3, 93, 42, 37, 14, 2, 6
2017/1/4, 84, 50, 26, 30, 6, 5
2017/1/5, 97, 53, 43, 25, 4, 6
2017/1/6, 107, 40, 37, 14, 3, 5
2017/1/7, 87, 67, 77, 30, 8, 8
2017/1/8, 137, 56, 36, 22, 4, 9
2017/1/9, 111, 50, 43, 12, 3, 9
2017/1/10, 105, 56, 38, 15, 3, 7
2017/1/11, 128, 64, 14, 22, 4, 10
2017/1/12, 136, 39, 9, 19, 2, 10
2017/1/13, 78, 33, 7, 18, 1, 9
2017/1/14, 67, 34, 5, 17, 2, 9
2017/1/15, 81, 46, 7, 21, 2, 9
2017/1/16, 100, 54, 10, 29, 4, 8
2017/1/17, 118, 63, 8, 38, 3, 8
2017/1/18, 121, 66, 11, 37, 3, 10
2017/1/19, 125, 42, 32, 22, 2, 7
2017/1/20, 68, 59, 44, 20, 3, 7
2017/1/21, 126, 59, 45, 19, 3, 6
2017/1/22, 127, 62, 45, 23, 4, 6
2017/1/23, 127, 57, 44, 19, 3, 6
2017/1/24, 96, 48, 52, 12, 2, 5
2017/1/25, 75, 48, 41, 13, 2, 5
2017/1/26, 89, 42, 51, 11, 2, 4
2017/1/27, 78, 41, 37, 14, 2, 4
2017/1/28, 80, 44, 24, 14, 1, 5
2017/1/29, 93, 41, 24, 13, 1, 5
2017/1/30, 90, 41, 19, 10, 1, 7
2017/1/31, 102, , 37, 11, 2, 7
2017/2/2, 61, 37, 34, 12, 2, 5
2017/2/3, 70, 32, 30, 14, 2, 5
2017/2/4, 66, 50, 34, 20, 2, 7
2017/2/5, 127, 38, 39, 13, 2, 6
2017/2/6, 79, 51, 43, 11, 3, 5
2017/2/7, 105, 41, 36, 16, 2, 5
2017/2/8, 78, 37, 33, 13, 2, 6
2017/2/9, 65, 56, 30, 18, 4, 7
2017/2/10, 134, 60, 47, 15, 4, 6
2017/2/11, 147, 64, 54, 25, 5, 6
2017/2/12, 147, 53, 49, 21, 4, 5
2017/2/13, 107, 36, 47, 14, 3, 5
2017/2/14, 64, 34, 46, 11, 2, 4
2017/2/15, 59, 43, 40, 15, 3, 5
2017/2/16, 70, 44, 34, 19, 6, 5
2017/2/17, 88, 41, 34, 19, 6, 5
2017/2/18, 82, 42, 37, 15, 3, 5
2017/2/19, 86, 51, 25, 20, 4, 6
2017/2/20, 109, 29, 28, 12, 1, 4
2017/2/21, 62, 23, 22, 17, 2, 4
2017/2/22, 47, 41, 14, 19, 2, 6
2017/2/23, 77, 41, 15, 18, 2, 6
2017/2/24, 87, 32, 10, 19, 1, 6
2017/2/25, 73, 41, 22, 23, 3, 6
2017/2/26, 93, 47, 51, 22, 4, 6
2017/2/27, 93, 50, 46, 20, 4, 5
2017/2/28, 93, 72, 40, 34, 6, 7
2017/3/1, 139, 68, 48, 26, 5, 4
2017/3/2, 102, 59, 51, 16, 3, 5
2017/3/3, 94, 52, 49, 19, 4, 4
2017/3/4, 93, 51, 33, 17, 3, 4
2017/3/5, 91, 55, 22, 29, 3, 6
2017/3/6, 99, 56, 27, 26, 3, 6
2017/3/7, 104, 40, 19, 25, 2, 6
2017/3/8, 85, 57, 27, 23, 3, 6
2017/3/9, 127, 57, 24, 30, 2, 6
2017/3/10, 120, 35, 29, 27, 2, 6
2017/3/11, 75, 32, 36, 16, 1, 5
2017/3/12, 68, 42, 28, 22, 3, 5
2017/3/13, 82, 27, 16, 20, 2, 6
2017/3/14, 43, 36, 44, 13, 3, 4
2017/3/15, 55, 40, 37, 24, 3, 5
2017/3/16, 71, 35, 29, 17, 2, 5
2017/3/17, 78, 34, 29, 17, 2, 5
2017/3/18, 77, 31, 24, 20, 2, 5
2017/3/19, 78, 28, 34, 17, 3, 5
2017/3/20, 62, 35, 24, 21, 7, 4
2017/3/21, 85, 36, 36, 16, 2, 5
2017/3/22, 79, 45, 39, 18, 3, 6
2017/3/23, 98, 33, 47, 14, 2, 5
2017/3/24, 65, 35, 29, 19, 2, 8
2017/3/25, 73, 39, 23, 18, 2, 5
2017/3/26, 62, 52, 37, 22, 5, 5
2017/3/27, 65, 55, 60, 13, 3, 5
2017/3/28, 84, 55, 51, 16, 3, 4
2017/3/29, 87, 59, 45, 10, 2, 5
2017/3/30, 105, 30, 29, 18, 1, 7
2017/3/31, 53, 38, 62, 16, , 8
2016/10/1, 82, 53, 57, 18, 3, 9
2016/10/2, 107, 31, 32, 15, 1, 7
2016/10/3, 60, 28, 24, 13, 2, 6
2016/10/4, 61, 40, 58, 14, 3, 6
2016/10/5, 86, 49, 66, 15, 3, 7
2016/10/6, 92, 41, 46, 16, 4, 6
2016/10/7, 69, 35, 34, 13, 3, 7
2016/10/8, 57, 43, 44, 14, 3, 7
2016/10/9, 78, 50, 61, 12, 3, 7
2016/10/10, 92, 48, 31, 13, 2, 6
2016/10/11, 83, 42, 19, 15, 1, 6
2016/10/12, 80, 42, 55, 15, 2, 6
2016/10/13, 61, 43, 66, 12, 1, 5
2016/10/14, 63, 57, 63, 18, 2, 7
2016/10/15, 87, 64, 53, 21, 3, 7
2016/10/16, 83, 55, 26, 18, 2, 6
2016/10/17, 79, 20, 14, 7, , 5
2016/10/18, 34, 17, 17, 6, , 4
2016/10/19, 32, 51, 72, 17, 2, 6
2016/10/20, 80, 48, 73, 16, 2, 7
2016/10/21, 77, 48, 73, 17, 2, 7
2016/10/22, 79, 48, 73, 17, 2, 7
2016/10/23, 79, 48, 73, 17, 2, 7
2016/10/24, 79, 48, 73, 17, 2, 7
2016/10/25, 79, 48, 73, 17, 2, 7
2016/10/26, 79, 29, 21, 11, 2, 5
2016/10/27, 46, 23, 22, 14, 4, 4
2016/10/28, 44, 46, 32, 18, 3, 7
2016/10/29, 81, 46, 44, 16, 3, 7
2016/10/30, 85, 54, 84, 17, 3, 8
2016/10/31, 104, 44, 37, 12, 2, 7
2016/11/1, 72, 43, 36, 10, 2, 8
2016/11/2, 66, 42, 48, 12, 2, 7
2016/11/3, 70, 52, 64, 20, 5, 6
2016/11/4, 96, 59, 49, 25, 5, 6
2016/11/5, 110, 48, 51, 11, 2, 5
2016/11/6, 87, 47, 38, 13, 2, 4
2016/11/7, 81, 54, 53, 18, 3, 7
2016/11/8, 98, 44, 20, 20, 3, 9
2016/11/9, 77, 25, 9, 18, 1, 8
2016/11/10, 41, 45, 8, 26, 3, 8
2016/11/11, 94, 57, 37, 26, 5, 8
2016/11/12, 113, 74, 40, 16, 2, 8
2016/11/13, 149, 40, 35, 21, 4, 6
2016/11/14, 66, 59, 86, 23, 5, 6
2016/11/15, 110, 48, 41, 12, 2, 5
2016/11/16, 84, 50, 49, 13, 2, 6
2016/11/17, 93, 51, 39, 16, 3, 6
2016/11/18, 102, 43, 44, 11, 2, 6
2016/11/19, 78, 35, 35, 11, 2, 5
2016/11/20, 64, 24, 26, 8, 2, 5
2016/11/21, 31, 13, 19, 14, 1, 6
2016/11/22, 22, 14, 15, 13, 1, 8
2016/11/23, 19, 25, 14, 18, 2, 7
2016/11/24, 34, 38, 12, 24, 3, 7
2016/11/25, 64, 26, 4, 16, 2, 7
2016/11/26, 39, 26, 30, 17, 3, 6
2016/11/27, 49, 44, 42, 22, 4, 6
2016/11/28, 81, 54, 17, 27, 5, 6
2016/11/29, 96, 66, 32, 29, 7, 7
2016/11/30, 123, 81, 57, 30, 7, 7
2016/12/1, 153, 76, 43, 31, 6, 7
2016/12/2, 154, 77, 23, 38, 6, 8
2016/12/3, 157, 74, 23, 42, 8, 8
2016/12/4, 154, 76, 43, 45, 8, 9
2016/12/5, 156, 72, 29, 24, 5, 7
2016/12/6, 117, 80, 66, 25, 7, 8
2016/12/7, 153, 80, 74, 31, 7, 8
2016/12/8, 155, 68, 41, 36, 8, 7
2016/12/9, 134, 76, 73, 39, 6, 7
2016/12/10, 140, 46, 43, 7, 2, 4
2016/12/11, 77, 41, 39, 10, 2, 4
2016/12/12, 69, 57, 58, 26, 4, 5
2016/12/13, 103, 57, 39, 19, 3, 7
2016/12/14, 106, 55, 44, 18, 3, 8
2016/12/15, 94, 59, 36, 15, 4, 7
2016/12/16, 103, 60, 27, 25, 5, 6
2016/12/17, 109, 56, 32, 27, 6, 7
2016/12/18, 93, 45, 44, 19, 4, 5
2016/12/19, 88, 40, 35, 23, 4, 4
2016/12/20, 78, 46, 24, 26, 3, 5
2016/12/21, 107, 45, 31, 21, 2, 7
2016/12/22, 98, 53, 49, 20, 3, 9
2016/12/23, 109, 48, 36, 16, 2, 7
2016/12/24, 85, 57, 32, 22, 3, 7
2016/12/25, 110, 58, 43, 21, 3, 7
2016/12/26, 112, 42, 22, 16, 2, 8
2016/12/27, 48, 47, 31, 16, 4, 8
2016/12/28, 85, 60, 32, 19, 5, 7
2016/12/29, 114, 66, 37, 28, 7, 6
2016/12/30, 122, 70, 56, 35, 7, 6
2016/12/31, 135, , , , , 
2016/7/1, 22, 25, 12, 4, 2, 3
2016/7/2, 27, 18, 11, 3, , 
2016/7/3, 19, 18, 13, 4, , 
2016/7/4, 16, 15, 11, 6, 1, 3
2016/7/5, 16, 15, 8, 11, , 4
2016/7/6, 14, 38, 29, 14, , 5
2016/7/7, 66, 44, 73, 10, 1, 5
2016/7/8, 82, 49, 60, 7, 1, 6
2016/7/9, 91, 23, 29, 8, 2, 5
2016/7/10, 35, 18, 20, 6, , 5
2016/7/11, 26, 14, 17, 6, , 4
2016/7/12, 11, 16, 13, 10, , 5
2016/7/13, 21, 23, 13, 7, , 4
2016/7/14, 37, 27, 15, 4, , 3
2016/7/15, 38, 27, 14, 3, , 4
2016/7/16, 38, 25, 14, 3, , 3
2016/7/17, 40, 25, 14, 3, , 
2016/7/18, 36, 20, 12, 3, , 
2016/7/19, 30, 18, 10, 3, , 3
2016/7/20, 30, 15, 13, 3, , 
2016/7/21, 17, 16, 15, 3, , 4
2016/7/22, 23, 17, 17, 4, , 4
2016/7/23, 22, 14, 17, 4, 1, 4
2016/7/24, 35, 21, 14, 8, 9, 5
2016/7/25, 36, 14, 18, 8, 1, 4
2016/7/26, 20, 14, 13, 7, 4, 4
2016/7/27, 31, 15, 12, 5, 2, 3
2016/7/28, 22, 21, 22, 6, 1, 4
2016/7/29, 19, 37, 43, 12, 5, 4
2016/7/30, 47, 48, 56, 15, 3, 5
2016/7/31, 89, 52, 83, 10, 2, 5
2016/8/1, 103, 26, 30, 6, 1, 4
2016/8/2, 29, 25, 19, 9, 1, 5
2016/8/3, 25, 16, 14, 10, 1, 4
2016/8/4, 15, 22, 13, 11, 1, 3
2016/8/5, 21, 23, 26, 8, 1, 4
2016/8/6, 24, 24, 34, 6, 1, 5
2016/8/7, 37, 26, 33, 7, , 5
2016/8/8, 42, 28, 29, 10, , 5
2016/8/9, 53, 24, 23, 15, , 5
2016/8/10, 43, 25, 31, 15, 1, 4
2016/8/11, 58, 27, 29, 11, , 5
2016/8/12, 55, 19, 27, 11, 1, 4
2016/8/13, 29, 12, 23, 10, , 
2016/8/14, 16, 15, 34, 9, , 4
2016/8/15, 13, 11, 19, 13, , 4
2016/8/16, 7, 8, 18, 13, , 4
2016/8/17, 7, 17, 23, 7, 1, 4
2016/8/18, 21, 27, 21, 8, , 4
2016/8/19, 32, 39, 20, 11, 1, 4
2016/8/20, 54, 24, 29, 12, , 5
2016/8/21, 19, 32, 28, 10, , 5
2016/8/22, 46, 28, 28, 11, 2, 4
2016/8/23, 47, 31, 29, 10, 2, 4
2016/8/24, 64, 33, 36, 9, 2, 5
2016/8/25, 72, 38, 36, 11, 5, 4
2016/8/26, 60, 46, 56, 13, 1, 2
2016/8/27, 75, 47, 46, 14, 1, 
2016/8/28, 79, 54, 40, 17, 2, 5
2016/8/29, 97, 53, 67, 14, 1, 3
2016/8/30, 95, 37, 47, 9, 1, 4
2016/8/31, 61, 20, 29, 5, , 3
2016/9/1, 20, 16, 18, 5, , 4
2016/9/2, 8, 27, 38, 9, , 5
2016/9/3, 59, 35, 36, 10, , 5
2016/9/4, 66, 32, 26, 13, 1, 5
2016/9/5, 59, 16, 20, 9, , 4
2016/9/6, 10, 14, 21, 6, , 4
2016/9/7, 9, 13, 16, 8, , 4
2016/9/8, 8, 12, 14, 7, , 4
2016/9/9, 5, 14, 11, 8, , 4
2016/9/10, 8, 19, 12, 10, , 4
2016/9/11, 25, 35, 34, 15, , 5
2016/9/12, 55, 30, 34, 10, , 5
2016/9/13, 37, 48, 64, 15, 1, 6
2016/9/14, 72, 47, 54, 13, 2, 6
2016/9/15, 80, 25, 45, 12, 2, 5
2016/9/16, 45, 40, 52, 13, 3, 5
2016/9/17, 67, 42, 76, 14, 2, 5
2016/9/18, 63, 46, 69, 14, 3, 6
2016/9/19, 76, 48, 57, 14, 1, 7
2016/9/20, 89, 51, 60, 11, 1, 7
2016/9/21, 84, 44, 45, 9, 1, 7
2016/9/22, 63, 39, 40, 9, 2, 6
2016/9/23, 60, 36, 38, 8, 1, 4
2016/9/24, 62, 46, 52, 7, 1, 5
2016/9/25, 79, 58, 54, 10, 3, 6
2016/9/26, 116, 71, 96, 14, 4, 7
2016/9/27, 138, 68, 62, 11, 3, 7
2016/9/28, 136, 40, 31, 16, 2, 8
2016/9/29, 71, 44, 14, 23, 1, 9
2016/9/30, 83, 42, 31, 22, 2, 9
2016/4/1, 135, 49, 25, 15, 1, 4
2016/4/2, 115, 37, 18, 14, 1, 4
2016/4/3, 88, 24, 28, 11, 2, 4
2016/4/4, 54, 23, 21, 19, 2, 4
2016/4/5, 44, 18, 12, 14, 1, 4
2016/4/6, 34, 23, 3, 18, 4, 4
2016/4/7, 53, 28, 1, 19, 6, 4
2016/4/8, 65, 19, 12, 9, 1, 4
2016/4/9, 31, 18, 22, 14, , 5
2016/4/10, 44, 28, 21, 18, 2, 5
2016/4/11, 64, 21, 26, 14, , 4
2016/4/12, 50, 15, 21, 14, , 7
2016/4/13, 28, 22, 12, 18, 1, 6
2016/4/14, 44, 17, 14, 18, , 5
2016/4/15, 27, 31, 14, 9, , 5
2016/4/16, 60, 22, 11, 9, 2, 4
2016/4/17, 52, 31, 30, 16, 1, 8
2016/4/18, 56, 29, 40, 6, , 6
2016/4/19, 58, 40, 36, 8, , 5
2016/4/20, 71, 34, 26, 14, 4, 4
2016/4/21, 77, 20, 22, 15, 2, 5
2016/4/22, 71, 27, 18, 13, 2, 4
2016/4/23, 64, 22, 22, 11, 1, 4
2016/4/24, 43, 27, 17, 8, , 
2016/4/25, 54, 23, 12, 5, , 4
2016/4/26, 44, 37, 28, 12, , 5
2016/4/27, 74, 51, 51, 19, 3, 6
2016/4/28, 105, 45, 54, 15, 2, 5
2016/4/29, 96, 59, 59, 10, 1, 6
2016/4/30, 127, 43, 41, 9, , 5
2016/5/1, 94, 37, 26, 10, 1, 5
2016/5/2, 74, 27, 21, 7, , 4
2016/5/3, 50, 31, 20, 18, 4, 5
2016/5/4, 74, 25, 13, 6, 1, 4
2016/5/5, 70, 28, 12, 5, 1, 4
2016/5/6, 69, 24, 11, 5, , 
2016/5/7, 59, 23, 10, 6, , 
2016/5/8, 62, 23, 13, 5, , 4
2016/5/9, 61, 23, 12, 10, , 4
2016/5/10, 55, 36, 55, 13, 2, 6
2016/5/11, 74, 47, 45, 11, 1, 6
2016/5/12, 97, 41, 37, 8, 1, 5
2016/5/13, 93, 42, 29, 9, 1, 4
2016/5/14, 93, 35, 22, 8, 2, 5
2016/5/15, 83, 46, 56, 14, 2, 5
2016/5/16, 71, 38, 39, 11, 2, 5
2016/5/17, 69, 43, 48, 8, 1, 5
2016/5/18, 78, 45, 45, 7, 1, 5
2016/5/19, 84, 36, 28, 11, 2, 4
2016/5/20, 71, 27, 40, 11, , 5
2016/5/21, 68, 34, 66, 15, 2, 6
2016/5/22, 81, 44, 50, 15, 3, 6
2016/5/23, 99, 50, 96, 12, 4, 6
2016/5/24, 113, 28, 31, 8, 2, 4
2016/5/25, 71, 24, 24, 8, 1, 4
2016/5/26, 67, 16, 17, 6, , 4
2016/5/27, 37, 19, 19, 7, , 4
2016/5/28, 41, 25, 16, 3, , 3
2016/5/29, 50, 23, 12, 3, , 4
2016/5/30, 44, 20, 11, 3, , 3
2016/5/31, 44, 18, 12, 2, , 3
2016/6/1, 30, 23, 16, 3, , 4
2016/6/2, 47, 22, 18, 2, , 4
2016/6/3, 26, 20, 16, 7, , 4
2016/6/4, 29, 16, 18, 12, , 5
2016/6/5, 24, 15, 10, 22, 1, 4
2016/6/6, 25, 17, 22, 16, 3, 4
2016/6/7, 33, 12, 18, 9, 2, 4
2016/6/8, 15, 11, 16, 13, 1, 4
2016/6/9, 22, 10, 16, 8, , 5
2016/6/10, 11, 8, 17, 7, , 4
2016/6/11, 11, 18, 20, 6, , 5
2016/6/12, 30, 22, 19, 4, , 4
2016/6/13, 37, 23, 20, 3, , 4
2016/6/14, 32, 21, 17, 3, , 3
2016/6/15, 33, 19, 15, 7, , 4
2016/6/16, 24, 18, 13, 9, , 4
2016/6/17, 32, 15, 10, 4, , 4
2016/6/18, 19, 13, 11, 5, , 
2016/6/19, 19, 15, 8, 6, 1, 
2016/6/20, 12, 13, 12, 5, , 
2016/6/21, 15, 13, 13, 4, , 3
2016/6/22, 12, 9, 13, 4, , 
2016/6/23, 10, 12, 11, 5, 2, 4
2016/6/24, 18, 10, 11, 7, 2, 4
2016/6/25, 22, 13, 10, 7, 3, 4
2016/6/26, 26, 11, 9, 7, 2, 4
2016/6/27, 22, 9, 12, 9, 1, 4
2016/6/28, 13, 19, 10, 7, 4, 3
2016/6/29, 24, 19, 13, 6, 1, 3
2016/6/30, 20, 19, 12, 5, 2, 3
2016/1/4, 57, 21, 11, 15, 1, 4
2016/1/5, 43, 38, 38, 16, 2, 5
2016/1/6, 83, 37, 33, 15, 2, 5
2016/1/7, 76, 51, 54, 17, 2, 6
2016/1/8, 107, 44, 36, 12, 1, 5
2016/1/9, 87, 48, 31, 12, 1, 6
2016/1/10, 94, 21, 16, 14, , 6
2016/1/11, 45, 34, 7, 16, 2, 8
2016/1/12, 68, 48, 33, 14, 2, 8
2016/1/13, 96, 54, 8, 16, 3, 8
2016/1/14, 112, 31, 9, 13, , 7
2016/1/15, 75, 40, 25, 11, , 7
2016/1/16, 78, 27, 13, 14, , 9
2016/1/17, 63, 34, 16, 12, 2, 8
2016/1/18, 69, 50, 15, 15, 3, 7
2016/1/19, 101, 46, 22, 15, , 6
2016/1/20, 102, 38, 8, 15, , 8
2016/1/21, 64, 23, 1, 12, , 9
2016/1/22, 48, 25, 19, 7, 1, 6
2016/1/23, 52, 38, 24, 7, 1, 4
2016/1/24, 75, 52, 26, 11, 4, 4
2016/1/25, 75, 51, 13, 17, 4, 3
2016/1/26, 90, 34, 1, 18, 1, 5
2016/1/27, 70, 19, 17, 15, , 5
2016/1/28, 45, 13, 5, 15, , 4
2016/1/29, 38, 33, 7, 15, 2, 6
2016/1/30, 76, 26, 22, 13, , 5
2016/1/31, 58, 13, 11, 10, , 7
2016/2/1, 34, 20, 10, 10, , 7
2016/2/2, 55, 40, 10, 11, 1, 8
2016/2/3, 100, 49, 18, 13, 1, 8
2016/2/4, 119, 36, 29, 11, 1, 6
2016/2/5, 110, 49, 43, 7, 2, 4
2016/2/6, 95, 37, 37, 7, 2, 3
2016/2/7, 70, 50, 36, 9, 4, 3
2016/2/8, 107, 45, 41, 12, 3, 3
2016/2/9, 81, 36, 25, 14, 1, 4
2016/2/10, 63, 53, 24, 14, 1, 3
2016/2/11, 73, 47, 17, 12, 2, 3
2016/2/12, 77, 10, 14, 5, , 4
2016/2/13, 29, 15, 19, 8, , 7
2016/2/14, 40, 22, 18, 7, , 5
2016/2/15, 53, 37, 16, 10, 2, 5
2016/2/16, 76, 49, 13, 14, 1, 4
2016/2/17, 92, 52, 8, 16, , 5
2016/2/18, 122, 35, 6, 18, , 6
2016/2/19, 90, 48, 30, 18, 1, 4
2016/2/20, 114, 71, 38, 13, 2, 4
2016/2/21, 126, 60, 27, 20, , 6
2016/2/22, 104, 30, 13, 15, , 6
2016/2/23, 70, 24, 9, 15, 1, 6
2016/2/24, 60, 39, 7, 18, 1, 6
2016/2/25, 86, 43, 4, 21, 1, 6
2016/2/26, 100, 41, 21, 21, 2, 6
2016/2/27, 90, 44, 28, 26, 2, 6
2016/2/28, 95, 57, 40, 30, 5, 5
2016/2/29, 106, 72, 46, 16, 2, 6
2016/3/1, 142, 58, 45, 12, 1, 4
2016/3/2, 114, 53, 30, 21, 3, 3
2016/3/3, 99, 43, 23, 23, 4, 4
2016/3/4, 88, 40, 13, 27, 5, 3
2016/3/5, 88, 33, 17, 22, 6, 4
2016/3/6, 75, 32, 20, 16, 4, 3
2016/3/7, 89, 26, 20, 15, , 4
2016/3/8, 58, 14, 12, 18, 1, 3
2016/3/9, 28, 11, 6, 14, , 5
2016/3/10, 24, 34, 12, 16, 1, 4
2016/3/11, 77, 49, 5, 22, 1, 4
2016/3/12, 109, 32, 1, 26, , 7
2016/3/13, 78, 39, 7, 20, 1, 5
2016/3/14, 77, 46, 16, 21, 1, 5
2016/3/15, 97, 58, 13, 28, 1, 6
2016/3/16, 117, 25, 15, 21, , 5
2016/3/17, 51, 22, 7, 20, , 5
2016/3/18, 42, 16, 6, 17, 1, 4
2016/3/19, 36, 33, 32, 14, , 5
2016/3/20, 60, 23, 29, 15, , 4
2016/3/21, 48, 23, 30, 13, , 4
2016/3/22, 56, 26, 19, 24, , 7
2016/3/23, 54, 21, 7, 20, , 6
2016/3/24, 53, 46, 30, 19, 2, 5
2016/3/25, 100, 58, 40, 26, 5, 5
2016/3/26, 116, 57, 53, 26, 3, 5
2016/3/27, 115, 54, 60, 14, 3, 5
2016/3/28, 117, 58, 37, 28, 7, 5
2016/3/29, 115, 64, 29, 30, 4, 6
2016/3/30, 133, 70, 57, 32, 5, 6
2016/3/31, 150, 55, 24, 22, 3, 5
2015/10/1, 105, 43, 56, 9, 2, 5
2015/10/2, 91, 37, 19, 9, 1, 5
2015/10/3, 72, 25, 20, 2, 1, 4
2015/10/4, 15, 19, 14, 4, 1, 4
2015/10/5, 26, 20, 10, 5, 1, 4
2015/10/6, 23, 20, 9, 7, 2, 4
2015/10/7, 30, 36, 65, 10, 3, 6
2015/10/8, 64, 50, 68, 14, 4, 7
2015/10/9, 90, 45, 21, 12, 2, 6
2015/10/10, 79, 29, 26, 9, 1, 4
2015/10/11, 53, 56, 35, 19, 4, 5
2015/10/12, 104, 62, 79, 17, 3, 5
2015/10/13, 121, 65, 92, 11, 3, 5
2015/10/14, 135, 66, 100, 12, 3, 6
2015/10/15, 133, 80, 126, 16, 4, 7
2015/10/16, 154, 79, 116, 17, 5, 7
2015/10/17, 157, 70, 99, 15, 4, 6
2015/10/18, 142, 77, 74, 22, 5, 7
2015/10/19, 152, 73, 71, 26, 6, 7
2015/10/20, 150, 63, 85, 25, 7, 7
2015/10/21, 141, 52, 96, 15, 4, 6
2015/10/22, 112, 55, 104, 15, 3, 5
2015/10/23, 104, 52, 64, 11, 2, 4
2015/10/24, 99, 43, 37, 5, 1, 4
2015/10/25, 72, 40, 30, 7, 1, 4
2015/10/26, 73, 46, 28, 10, 2, 4
2015/10/27, 88, 48, 31, 11, 3, 5
2015/10/28, 97, 47, 38, 8, 1, 5
2015/10/29, 87, 42, 30, 10, 2, 5
2015/10/30, 88, 39, 38, 9, 2, 6
2015/10/31, 78, 37, 14, 15, 2, 8
2015/11/1, 66, 45, 46, 17, 3, 7
2015/11/2, 83, 56, 52, 20, 4, 6
2015/11/3, 115, 64, 55, 16, 3, 6
2015/11/4, 140, 52, 37, 13, 2, 5
2015/11/5, 115, 31, 28, 6, 1, 4
2015/11/6, 59, 29, 21, 9, 1, 4
2015/11/7, 56, 28, 19, 10, 1, 4
2015/11/8, 51, 31, 13, 14, 2, 5
2015/11/9, 49, 41, 38, 13, 1, 7
2015/11/10, 75, 42, 46, 8, 1, 6
2015/11/11, 80, 37, 34, 5, , 5
2015/11/12, 65, 32, 30, 10, , 7
2015/11/13, 56, 54, 64, 17, 2, 7
2015/11/14, 112, 37, 41, 8, , 5
2015/11/15, 66, 37, 29, 14, 4, 6
2015/11/16, 71, 28, 9, 17, 7, 5
2015/11/17, 58, 29, 7, 17, 6, 4
2015/11/18, 62, 30, 14, 14, 6, 4
2015/11/19, 62, 41, 32, 8, 4, 5
2015/11/20, 81, 60, 33, 12, 2, 6
2015/11/21, 116, 57, 53, 10, 2, 6
2015/11/22, 115, 51, 69, 12, 3, 6
2015/11/23, 102, 48, 39, 10, 2, 5
2015/11/24, 83, 52, 28, 13, 2, 7
2015/11/25, 86, 44, 30, 10, 2, 5
